"DOY" "Depth" "DIP"
172 245.3 0.41
172 285.6 0.64
172 324.6 0.84
172 364.8 1.09
172 424.2 1.4
172 484.1 2.1
173 210.4 0.31
173 226.4 0.37
173 237.1 0.4
173 251.6 0.43
173 274.9 0.56
173 298.6 0.64
173 324.1 0.72
173 349.8 0.86
173 400.2 1.33
173 499.5 2.05
173 4.6 0.0625
173 14.4 0.0586
173 24.7 0.0625
173 34.3 0.0596
173 44.4 0.0586
173 59.7 0.041
173 74.8 0.0254
173 84.8 0.05
173 94.4 0.09
173 104.1 0.0395
173 115 0.05
173 124.9 0.04
173 134.4 0.06
173 149.8 0.084
173 174.5 0.1523
173 202 0.2236
207 5 0.03
207 4.1 0.07
207 46.8 0.07
207 69.6 0.07
207 115.3 0.08
207 169.4 0.21
207 220.4 0.39
207 317.8 0.69
207 366.8 0.92
207 398.8 1.18
207 431.2 1.35
207 489 1.99
208 209.3 0.35
208 223.5 0.41
208 234.3 0.45
208 249.5 0.5
208 273.7 0.6
208 299.9 0.76
208 323.9 0.82
208 350.1 0.93
208 400.2 1.11
208 499.1 1.96
208 4.5 0.0273
208 14.4 0.0215
208 23.4 0.0225
208 34.3 0.0205
208 45 0.0234
208 59.1 0.0205
208 75.1 0.0068
208 85.3 0.03
208 94.7 0.02
208 106 0.0161
208 114.1 0.04
208 124.4 0.0312
208 134 0.08
208 150.1 0.1328
208 174.7 0.2129
208 199.6 0.3145
235 5.9 0.03
235 1.9 0.05
235 2.4 0.08
235 9.9 0.05
235 44.2 0.05
235 82 0.07
235 89.8 0.07
235 117.9 0.07
235 134.5 0.09
235 192 0.22
235 251.7 0.37
235 331.7 0.73
235 396.2 0.98
235 455 1.26
235 498.5 1.8
236 5.1 0.07
236 91.4 0.07
236 209.1 0.31
236 224 0.34
236 234.8 0.39
236 250.3 0.47
236 275 0.59
236 300 0.7
236 324.9 0.83
236 351.2 0.94
236 398.6 1.25
236 5 0.0059
236 15.2 0.0059
236 24.9 0.0049
236 34.7 0.0039
236 44.9 0.0049
236 60 0.0186
236 73.9 0.0293
236 85.1 0.07
236 94.7 0.08
236 105.3 0.0278
236 114.8 0.1
236 126 0.082
236 134.9 0.14
236 149 0.1123
236 159.5 0.17
236 173.9 0.1748
236 185.4 0.24
236 201.1 0.2705
291 3.9 0.06
291 499.9 1.91
291 9.8 0.05
291 72.3 0.04
291 89.4 0.04
291 114.3 0.06
291 154.3 0.1
291 219.9 0.28
291 257.4 0.43
291 327.7 0.73
291 368.8 0.96
291 434.2 1.41
291 469.6 1.68
291 469.6 1.68
292 4.9 0.0195
292 24.9 0.0215
292 44.7 0.0176
292 75 0.0166
292 99.7 0.0186
292 115.1 0.0342
292 126 0.0498
292 151.3 0.1074
292 174.7 0.1377
292 200.7 0.27
334 5.1 0.09
334 4.9 0.1
334 50.4 0.09
334 99.3 0.11
334 124.5 0.17
334 192.5 0.24
334 262.9 0.35
334 364.6 1.37
334 409.4 1.51
334 449.7 1.76
334 494.7 2.09
335 4.6 0.082
335 14.8 0.12
335 25.2 0.0791
335 35 0.11
335 44.8 0.0811
335 60.1 0.1
335 74.5 0.0498
335 99.6 0.0547
335 114.1 0.083
335 125.1 0.0947
335 150.1 0.1269
335 174.6 0.1611
335 201 0.25
335 225.2 0.32
335 301.3 0.61
335 350.5 1.22
354 4.7 0.08
354 419.9 1.62
354 3.9 0.13
354 49.6 0.11
354 104.1 0.06
354 126.7 0.08
354 179.9 0.2
354 224.4 0.31
354 263.4 0.47
354 293.6 0.75
354 328.5 1
354 364.3 1.28
354 416.8 1.66
354 479.3 2.08
355 4.6 0.0938
355 15.1 0.12
355 23.9 0.0908
355 34.5 0.12
355 45.3 0.0879
355 58.9 0.12
355 72.8 0.0742
355 99.3 0.0332
355 116.8 0.0508
355 122.2 0.0488
355 150.4 0.0674
355 172.3 0.1006
355 199.6 0.18
16 4.1 0.11
16 398.8 2.52
16 3.4 0.11
16 48.3 0.12
16 99 0.05
16 148.9 0.12
16 208.3 0.23
16 244.1 0.31
16 278.1 0.38
16 339.9 2.12
16 369.1 2.42
16 399.3 2.6
16 437.1 2.62
16 478.5 2.53
17 4.2 0.0801
17 13.6 0.13
17 23.3 0.0771
17 33.7 0.12
17 43.2 0.0859
17 58.1 0.12
17 74.1 0.0752
17 98.4 0.042
17 114 0.0332
17 124.1 0.0244
17 148.5 0.0234
17 172.8 0.1221
17 198.9 0.22
45 4.3 0.07
45 418.1 1.53
46 4.2 0.0488
46 13.9 0.07
46 25 0.0488
46 33.8 0.07
46 43.9 0.0478
46 59.5 0.07
46 73.8 0.0361
46 99.1 0.0566
46 114.1 0.0986
46 123.2 0.123
46 151.3 0.2
46 173.8 0.2275
46 198.4 0.35
46 4.1 0.06
46 48 0.06
46 88 0.06
46 99.3 0.08
46 151.6 0.17
46 231.2 0.39
46 294 0.7
46 298.7 0.73
46 361.5 0.96
46 403.9 1.35
46 451.5 1.87
46 473.6 2.2
80 4.1 0.083
80 11.9 0.08
80 20.2 0.083
80 33.8 0.08
80 44.2 0.1016
80 58.9 0.06
80 73.4 0.04
80 98.6 0.0566
80 112.3 0.0547
80 124.6 0.0791
80 148.5 0.1318
80 164.2 0.21
80 174 0.2
80 4.1 0.13
80 493.8 1.93
80 2.9 0.14
80 73.3 0.07
80 98.6 0.06
80 147.6 0.18
80 198.6 0.22
80 223.6 0.28
80 249.4 0.41
80 298 0.73
80 348.9 0.94
80 398.6 1.31
80 447.8 1.65
80 497.9 2.05
82 4 0.09
82 497.6 2.14
82 3.8 0.11
82 23.6 0.11
82 98.8 0.06
82 123.9 0.03
82 134.1 0.04
82 149.4 0.09
82 183.4 0.2
82 214 0.27
82 246.5 0.41
82 326.3 0.84
82 359.2 1.05
82 416.2 1.45
82 470.6 1.93
82 488.5 2.05
107 3.7 0.12
107 459.6 1.64
107 3.7 0.08
107 44.3 0.06
107 78.4 0.07
107 128.1 0.03
107 163.2 0.09
107 214 0.21
107 298.7 0.54
107 325.7 0.7
107 348.9 0.91
107 385.6 1.04
107 444.3 1.46
108 3.2 0.0527
108 23.2 0.0459
108 33.8 0.1
108 43.9 0.0478
108 59.3 0.09
108 74.1 0.0469
108 83.8 0.09
108 114 0.0352
108 122.4 0.0381
108 148.2 0.0566
108 163.4 0.1
108 172.9 0.1162
108 199.5 0.16
136 4.8 0.14
136 8.9 0.11
136 19.5 0.09
136 59.1 0.05
136 104.4 0.05
136 124.2 0.06
136 169.6 0.27
136 216.4 0.42
136 288.9 0.86
136 298.8 0.9
136 357 1.13
136 411.8 1.52
136 481.5 2.1
136 498.9 2.19
137 4.8 0.0293
137 14.7 0.06
137 24.9 0.0244
137 34.2 0.05
137 44.6 0.0098
137 60 0.02
137 75 0.0137
137 99.3 0.0127
137 114.6 0.042
137 124.4 0.0596
137 149.8 0.1172
137 175.2 0.168
137 200.6 0.34
164 4 0.04
164 3.6 0.04
164 49 0.02
164 103.5 0.03
164 138.5 0.05
164 178.8 0.11
164 219.4 0.34
164 253.1 0.37
164 308.2 0.76
164 364.5 1.03
164 419.1 1.4
164 459.2 1.74
165 3.5 0.0244
165 24.2 0.0234
165 44 0.0176
165 73.9 0.0117
165 99.5 0.0127
165 114.6 0.0156
165 124.3 0.0166
165 173.5 0.1025
192 4.7 0.042
192 24.3 0.0381
192 44.6 0.0332
192 75.4 0.0195
192 99.9 0.0166
192 115.3 0.0205
192 124.3 0.0225
192 148.9 0.0449
192 174.5 0.0918
193 4.1 0.03
193 3.9 0.04
193 34.3 0.05
193 58.6 0.03
193 95.1 0.02
193 124.2 0.02
193 178.4 0.19
193 207.9 0.29
193 245 0.4
193 336.1 0.93
193 374.9 1.15
193 403.2 1.3
193 434.4 1.44
193 494.1 1.94
220 4.3 0.0117
220 24.9 0.0127
220 44.5 0.0166
220 74.3 0.0205
220 99.9 0.0332
220 115 0.0371
220 124.8 0.0508
220 149.6 0.0849
220 176.5 0.123
221 5.2 0.03
221 29.5 0.02
221 60.8 0.04
221 74.5 0.05
221 82.6 0.05
221 118 0.09
221 159.5 0.2
221 198.6 0.27
221 323.4 0.91
221 361.9 1.16
221 424.4 1.55
221 485.8 2
221 5 0.03
221 498.1 2.2
274 5.1 0.02
274 5.4 0.02
274 53.7 0.03
274 72.3 0.01
274 98.9 0.02
274 125.3 0.03
274 167.4 0.12
274 227.6 0.39
275 5.5 0.0117
275 25 0.0107
275 44.9 0.0098
275 75.4 0.0166
275 100.2 0.0351
275 115.7 0.0391
275 124.5 0.0547
275 150 0.0996
275 174.9 0.1689
295 4.6 0.03
295 4.4 0.04
295 64.9 0.04
295 92.6 0.05
295 280.6 0.61
295 322.3 0.95
296 5.1 0.0088
296 25 0.0088
296 45.9 0.0088
296 75.7 0.0088
296 99.4 0.0352
296 114.5 0.0488
296 126.4 0.0713
296 148.9 0.1055
296 174.5 0.123
320 4.2 0.04
320 3.7 0.03
320 8.9 0.01
320 33.9 0.01
320 59.6 0.01
320 95.9 0.02
320 98.6 0.02
320 108.7 0.03
320 123.3 0.03
321 4.6 0.0312
321 24.3 0.0273
321 44.2 0.0371
321 74.5 0.0195
321 100.6 0.0303
321 115.1 0.0352
321 124.1 0.042
321 150.1 0.084
321 175.5 0.127
349 3.9 0.0469
349 24 0.0518
349 44.8 0.0498
349 73.3 0.0742
349 99.1 0.1064
349 113 0.1211
349 124.1 0.1445
349 147.8 0.1601
349 175.9 0.2276
349 4.8 0.01
349 50.2 0.04
349 92.3 0.01
349 114.5 0.06
349 167.1 0.07
349 4.4 0.01
15 4.7 0.02
15 4 0.03
15 48.2 0.03
15 98.6 0.04
15 142.8 0.04
15 189.8 0.09
15 228.3 0.18
15 289.5 0.4
16 4.1 0.0439
16 24.6 0.0391
16 44.2 0.04
16 75.3 0.0381
16 97.9 0.042
16 113.5 0.042
16 124.2 0.0566
16 149 0.0869
16 174.7 0.1025
51 4.8 0.02
51 498.9 2.15
51 3.9 0.04
51 24.3 0.03
51 44 0.05
51 75.2 0.05
51 115 0.1
51 125.7 0.06
51 213.6 0.36
51 317.5 0.72
51 411.4 1.41
52 4.3 0.04
52 25.5 0.042
52 44.1 0.0342
52 73.5 0.0352
52 98.7 0.1025
52 114.8 0.1123
52 123.7 0.1631
52 152.3 0.2002
52 172.6 0.2305
71 4.8 0.03
71 24.7 0.03
71 74.6 0.03
71 109.7 0.02
71 150.1 0.04
71 178.8 0.05
71 214.1 0.17
71 248.1 0.18
71 290.9 0.37
72 4.2 0.0391
72 24.8 0.0391
72 44.1 0.0351
72 74.5 0.0342
72 99.9 0.0371
72 114 0.041
72 125 0.084
72 148.5 0.126
72 175.2 0.1162
140 4.5 0.03
140 4 0.03
140 38.5 0.06
140 49.2 0.04
140 200.1 0.44
140 284.1 0.89
140 330.3 1.19
140 482 2.09
141 4.6 0.0703
141 24.3 0.0635
141 44.6 0.0322
141 74.4 0.0176
141 99.6 0.043
141 114.2 0.0332
141 123.6 0.0605
141 150.4 0.1309
141 174.9 0.253
180 27.2 0.02
180 499.1 2.13
180 4.4 0.02
180 55.3 0.05
180 69.2 0.06
180 109 0.07
180 144.1 0.08
180 234.3 0.46
180 308.6 0.85
180 343.5 1.2
180 433.8 1.77
180 466.9 1.75
180 494.6 2.24
181 4 0.0841
181 24.2 0.0824
181 44.3 0.0595
181 74.6 0.0405
181 100.3 0.0479
181 113.7 0.0737
181 124.2 0.1034
181 148.7 0.1843
181 174.7 0.3435
239 5.6 0.1
239 499.8 2.18
239 4.8 0.05
239 24.9 0.04
239 68.1 0.03
239 84.2 0.02
239 99.7 0.03
239 314.2 0.77
239 354.7 1.08
239 417.4 1.42
240 5.3 0.0614
240 25.4 0.0584
240 44.6 0.051
240 75.4 0.0443
240 99.4 0.0484
240 115.3 0.0581
240 124.8 0.0532
240 150.3 0.1116
240 174.1 0.1725
279 4.4 0.04
279 9.7 0.04
279 66.1 0.03
279 84.6 0.03
279 124.6 0.03
279 258.9 0.41
279 434.6 1.51
279 469.9 1.81
280 4.9 0.0414
280 24.3 0.0413
280 44.3 0.0399
280 77.3 0.0092
280 98.7 0.054
280 112.5 0.0497
280 124.5 0.0658
280 149.1 0.0676
280 174.5 0.0918
307 5.1 0.01
307 15 0.03
307 73.8 0.03
307 81.6 0.01
307 110.8 0.05
308 4.6 0.0277
308 25.1 0.0283
308 35.4 0.0312
308 75.1 0.0541
308 100.8 0.0954
308 114.8 0.108
308 124.9 0.1274
308 149.2 0.2032
308 174.3 0.2328
328 9.5 0.02
328 438.3 1.34
328 8.8 0.01
328 51.4 0.02
328 96.5 0.02
328 220.7 0.21
328 262 0.47
328 300.9 0.61
328 344.4 0.86
328 450.4 1.37
328 483.2 1.64
329 3.7 0.0297
329 25.1 0.0296
329 43.7 0.0219
329 76.1 0.0234
329 97.7 0.06
329 112.1 0.0723
329 124.7 0.0555
329 146.3 0.1417
329 172.7 0.1661
352 4.8 0.02
352 10.4 0.02
352 54.3 0.03
352 102.8 0.09
352 124.8 0.14
352 173.9 0.28
352 210.9 0.29
352 248 0.46
352 294.6 0.57
352 343.3 0.78
352 400.3 1.07
352 455.8 1.58
353 5 0.0234
353 25 0.0253
353 34.5 0.0235
353 75.3 0.0226
353 100.5 0.0788
353 115.1 0.0752
353 124.5 0.1023
353 149.8 0.1202
353 174.9 0.1463
16 4.1 0.02
16 499 1.89
16 4.9 0.02
16 38.1 0.02
16 71.1 0.02
16 105 0.02
16 138.3 0.05
16 180.9 0.13
16 239.9 0.39
16 274.4 0.63
16 310.5 0.76
16 361.5 1.02
16 403.4 1.36
16 450.8 1.62
17 4.2 0.0243
17 24.9 0.0246
17 45.1 0.0247
17 74.6 0.0252
17 99.3 0.028
17 115.1 0.0481
17 124.9 0.0836
17 148.8 0.1231
17 174.3 0.1582
56 4.9 0.01
56 3.9 0.01
56 40.4 0.02
56 74.1 0.03
56 101.2 0.04
56 164.7 0.08
56 198.5 0.18
56 308.4 0.87
56 348.9 1.05
56 384.3 1.16
56 421.9 1.28
56 488.8 2.05
57 4.5 0.0344
57 24 0.032
57 44.7 0.0308
57 73.1 0.0362
57 99.2 0.0308
57 114 0.0328
57 126 0.0368
57 149.5 0.061
57 174.5 0.157
87 7.5 0.04
87 493.9 1.78
87 3.6 0.04
87 59.4 0.04
87 114.6 0.04
87 148.7 0.08
87 185.7 0.11
87 218.5 0.26
87 298.2 0.54
87 344.4 0.76
87 373.4 1.11
87 412.3 1.41
87 456 1.67
87 494.9 2.08
88 9.8 0.0249
88 25.7 0.025
88 44.8 0.0222
88 74 0.028
88 99.6 0.0312
88 112.7 0.0587
88 123.9 0.0724
88 149.3 0.1041
88 175.1 0.1941
113 3.9 0.03
113 498.8 2.25
113 4.1 0.03
113 57.9 0.06
113 83.5 0.07
113 197.8 0.41
113 240.4 0.61
113 280.3 0.8
113 318.5 0.9
113 357.3 1.07
113 427.4 1.48
113 483.3 2.04
114 4.9 0.0616
114 24.3 0.0627
114 44.4 0.0614
114 73.9 0.012
114 98.7 0.0284
114 114.2 0.0602
114 123.7 0.0652
114 149.4 0.1721
114 174.3 0.2271
140 4.3 0.03
140 4.1 0.05
140 33.7 0.06
140 76.9 0.03
140 112.3 0.03
140 244.9 0.57
140 287.3 0.67
140 378.4 1.03
140 436.6 1.44
140 472.7 1.57
141 4.6 0.0564
141 24.2 0.083
141 45.2 0.0593
141 74.2 0.0472
141 99.4 0.0501
141 113.4 0.0684
141 124.7 0.0753
141 148.9 0.1035
141 174.2 0.135
170 5 0.03
170 4.7 0.04
170 43.5 0.03
170 67.1 0.02
170 104.9 0.02
170 139.9 0.02
170 172.5 0.02
170 224.8 0.16
170 316.3 0.6
170 354.6 0.84
170 405.5 0.95
170 454.8 1.58
170 487.1 1.78
171 5.1 0.0459
171 24.9 0.0459
171 45.1 0.0422
171 74.8 0.0236
171 99.5 0.0538
171 115 0.0438
171 124.6 0.0447
171 149.6 0.0853
171 175.5 0.1001
200 4.5 0.03
200 500 2.12
200 5.2 0.02
200 39.1 0.02
200 75.1 0.02
200 104.9 0.03
200 224.9 0.46
200 259.1 0.72
200 295.6 0.92
200 345.8 1.05
200 379.3 1.17
200 413 1.46
200 446.2 1.68
200 480 1.91
201 4.8 0.0224
201 24.9 0.0222
201 45 0.0147
201 74.5 0.0129
201 98.7 0.0242
201 114.1 0.0301
201 124.8 0.0356
201 148.9 0.093
201 174 0.2334
232 4.8 0.02
232 499.9 2.3
232 5.3 0.04
232 43 0.04
232 82.6 0.02
232 109.3 0.05
232 142.1 0.05
232 200.3 0.17
232 303.9 0.77
232 340.4 0.96
232 358.8 1.38
232 430.5 1.72
232 494.6 2.11
233 4.5 0.0615
233 25.3 0.0642
233 44.7 0.0703
233 74.1 0.1132
233 100.1 0.0971
233 113.9 0.0962
233 123.7 0.1223
233 149.2 0.1719
233 174.9 0.1758
287 4.9 0.02
287 5.8 0.02
287 47.8 0.03
287 88.4 0.03
287 128.3 0.01
287 176.4 0.03
287 233.3 0.31
287 279.7 0.6
287 338.4 0.91
287 375 1.21
287 428.9 1.62
287 493.3 2.17
288 4.6 0.0375
288 25.2 0.0389
288 45.4 0.039
288 74.2 0.0552
288 100.5 0.0693
288 115.4 0.0798
288 125.5 0.0866
288 150.1 0.1122
288 174.9 0.1388
313 5.3 0.08
313 5 0.01
313 41.8 0.02
313 79 0.01
313 93.7 0.01
313 108.2 0.02
313 212.4 0.59
313 248.2 0.87
313 283.5 1
313 332 1.27
313 389.4 1.75
313 444.9 2.15
313 485.2 2.29
314 4.8 0.0142
314 24.2 0.0158
314 43.5 0.015
314 77.3 0.0161
314 99.4 0.0439
314 116.4 0.0779
314 124.5 0.1103
314 151.8 0.2329
314 175.2 0.3407
353 4.7 0.01
353 422.5 1.73
353 4.1 0.01
353 95.2 0.01
353 220.7 0.47
353 265.3 0.67
353 312.3 0.93
353 345 1.14
353 396.6 1.51
353 425.8 1.63
353 461.8 1.92
353 499.2 2.24
354 6.5 0.0214
354 24.1 0.0147
354 44.9 0.0148
354 75.4 0.0177
354 100.5 0.0679
354 115.1 0.1028
354 124.8 0.1156
354 149.6 0.1686
354 181 0.2187
21 497.8 1.81
21 4.1 0.01
21 102 0.01
21 146.7 0.03
21 249.5 0.48
21 285.4 0.75
21 323.4 0.97
21 368.6 1.24
21 408 1.46
21 445.6 1.66
21 480.4 1.83
22 3.6 0.0282
22 24.7 0.0274
22 43.2 0.0277
22 73.5 0.0293
22 99.1 0.0295
22 113.8 0.0308
22 123.2 0.0303
22 148.7 0.1221
22 175.4 0.1748
55 4.8 0.02
55 3.8 0.02
55 26.7 0.07
55 73.4 0.06
55 117.4 0.01
55 242.6 0.51
55 276 0.72
55 311.3 0.92
55 367.6 1.25
55 424.1 1.66
55 459.2 1.94
55 491.2 2.09
56 4.9 0.0547
56 23.9 0.0327
56 45.1 0.0178
56 72.9 0.0166
56 99.4 0.0246
56 115.7 0.0463
56 124.7 0.0631
56 148.7 0.1415
56 177.5 0.211
79 8.4 0.01
79 4.5 0.01
79 64.1 0.08
79 124.7 0.04
79 232.9 0.41
79 280.9 0.72
79 324.9 0.99
79 358.8 1.17
79 426.2 1.6
79 461.7 1.84
79 492.9 2.1
80 8 0.0286
80 24.7 0.0218
80 46.3 0.0227
80 73.6 0.0231
80 99.6 0.0187
80 114.9 0.0307
80 124.5 0.0882
80 149.5 0.1961
80 174.3 0.2828
111 4.3 0.01
111 476.4 1.57
111 3.7 0.1
111 57 0.04
111 109.9 0.08
111 154.6 0.04
111 256.5 0.57
111 305.5 0.71
111 354.9 1
111 395.5 1.17
111 449.1 1.55
112 4.7 0.0394
112 24.9 0.0447
112 44.4 0.0265
112 75.1 0.0253
112 99.9 0.0296
112 113.4 0.0462
112 125.2 0.0725
112 149.4 0.1701
112 173.8 0.2732
112 3.9 0.0423
112 23.1 0.0382
112 44 0.0286
112 73.4 0.0312
112 98.4 0.0266
112 174.1 0.1861
139 499.6 1.92
139 4.1 0.1
139 47.1 0.08
139 74 0.08
139 215.7 0.37
139 256 0.49
139 296.2 0.71
139 335.5 0.94
139 384.8 1.13
139 436.8 1.5
139 476.1 1.78
140 24.2 0.0639
140 43.9 0.0497
140 73.9 0.0368
140 98.3 0.089
140 113.6 0.1786
140 123.8 0.2058
140 149.2 0.2536
140 174.4 0.2548
167 4.4 0.03
167 4.7 0.02
167 62.5 0.09
167 111.4 0.08
167 146.9 0.12
167 205.3 0.33
167 261.1 0.48
167 297.4 0.7
167 332.1 0.93
167 378.9 1.21
167 421.3 1.57
167 458.7 1.72
167 494.5 2.08
168 3.8 0.0579
168 24 0.0567
168 44.6 0.0567
168 74 0.0349
168 99 0.0266
168 114.2 0.0358
168 123 0.0531
168 149.2 0.0813
168 173.7 0.0939
195 4.9 0.01
195 95.9 0.08
195 149.9 0.1
195 198.5 0.2
195 265.7 0.47
195 343.1 0.97
195 382.8 1.37
196 4.9 0.0714
196 25.1 0.0723
196 43.4 0.0731
196 60 0.02
196 74.4 0.0349
196 99.7 0.0273
196 114.4 0.0323
196 125.1 0.04
196 149.8 0.0722
196 174.8 0.1161
196 200 0.06
228 4.7 0.01
228 4.7 0.03
228 86.7 0.01
228 150.7 0.04
228 209.7 0.5
228 336.3 1.11
228 373.4 1.28
228 409.6 1.48
228 444.5 1.75
228 479.5 2.02
272 7.4 0.02
272 4.9 0.02
272 50.7 0.02
272 61.4 0.03
272 82.3 0.02
272 121.1 0.02
272 167.6 0.21
272 220.1 0.39
272 269.8 0.65
272 319.5 0.86
272 347.7 1.1
272 414.1 1.51
272 450.5 1.85
272 486.7 2.1
273 4.9 0.0207
273 24.4 0.0196
273 44.7 0.0156
273 73.1 0.0202
273 99.3 0.0202
273 114.5 0.0392
273 124.4 0.0697
273 149.5 0.1092
273 174.9 0.2043
304 4.8 0.01
304 4.6 0.01
304 64.6 0.01
304 92.7 0.02
304 226.3 0.48
304 264.4 0.73
304 302 1.02
304 334.5 1.29
304 388.7 1.68
304 431.2 1.82
304 474.4 2.01
305 5 0.006
305 24.5 0.006
305 44.7 0.0117
305 75.2 0.0075
305 99.4 0.0205
305 113.4 0.0509
305 124.2 0.0597
305 149.7 0.1092
305 175.8 0.143
332 4.8 0.02
332 24.4 0.03
332 71.2 0.04
332 80.9 0.02
332 97.9 0.04
332 150.6 0.07
332 192.6 0.36
332 230.3 0.58
332 263.2 0.83
332 294.9 0.95
332 330.9 1.2
332 391.9 1.65
332 452.9 2.12
333 5 0.0099
333 24.4 0.0104
333 44.9 0.034
333 74.9 0.015
333 98.7 0.0308
333 114.7 0.0435
333 126.8 0.0743
333 148.1 0.1091
333 174.3 0.2222
355 4.9 0.03
355 500 2.43
355 5.1 0.03
355 47.2 0.04
355 88.3 0.02
355 102 0.05
355 122.7 0.06
355 174.3 0.37
355 223.9 0.56
355 294.8 0.91
355 339.6 1.23
355 398.3 1.68
355 435.3 1.89
355 472.2 2.06
356 5.1 0.0392
356 25.1 0.0403
356 44.5 0.04
356 74.9 0.0402
356 100.5 0.0461
356 113.9 0.0997
356 125.6 0.1154
356 149.4 0.2013
356 174.1 0.2746
32 4.3 0.01
32 499.6 1.99
32 4.6 0.02
32 43.2 0.02
32 81.9 0.03
32 139.8 0.08
32 202.4 0.19
32 386.3 1.05
32 420.9 1.18
32 454.8 1.41
33 4.7 0.0209
33 25.6 0.0225
33 45.3 0.0225
33 75.3 0.0247
33 100.1 0.0608
33 115.4 0.0643
33 126.1 0.1066
33 151.4 0.1754
33 174.3 0.1761
63 6.2 0.04
63 499.5 2.28
63 5.2 0.02
63 55.7 0.01
63 114.8 0.02
63 172.2 0.14
63 265 0.59
63 375.4 1.17
63 410 1.43
63 464.4 1.96
64 4.8 0.0396
64 25.5 0.0418
64 45 0.0168
64 75.5 0.0153
64 99.7 0.0995
64 115.2 0.0572
64 125.3 0.054
64 150.8 0.1341
64 174.9 0.0549
137 11.4 0.04
137 8.5 0.06
137 36.4 0.06
137 79.1 0.03
137 120.1 0.02
137 179 0.13
137 223.1 0.13
137 290.2 0.46
137 395.9 1.42
137 436.6 1.75
137 469.3 1.96
138 10.2 0.057
138 24.7 0.0601
138 44.5 0.0471
138 74.4 0.0254
138 100.2 0.0312
138 114.4 0.035
138 125.2 0.0359
138 150 0.0547
138 174.5 0.0994
165 15.1 0.1
165 499.9 2.09
165 13.2 0.02
165 49.1 0.01
165 138.2 0.19
165 274.9 0.86
165 384.4 1.14
165 418.9 1.39
165 478.8 2.12
166 4.5 0.0206
166 25 0.0211
166 45.9 0.0123
166 75.3 0.0118
166 99.7 0.0227
166 115.9 0.0958
166 123.9 0.091
166 150.8 0.2324
166 174.8 0.1811
198 5.1 0.0477
198 24.7 0.0472
198 44.8 0.0413
198 75 0.0137
198 99.6 0.0208
198 115.2 0.0286
198 124.7 0.0363
198 150.1 0.0867
198 174.6 0.1575
199 5.2 0.02
199 132.6 0.06
199 182.5 0.14
199 335.9 0.99
199 370.1 1.18
199 426.1 1.66
199 460.4 1.87
199 494.4 2.15
199 5 0.03
225 5.2 0.04
225 5.3 0.04
225 71 0.04
225 97.5 0.04
225 136.6 0.05
225 174.8 0.08
225 196.4 0.16
225 255 0.38
225 300.3 0.65
225 338.2 1
225 369.2 1.23
225 413.4 1.66
225 451.3 1.88
225 482.9 2.14
226 4.9 0.0254
226 45.1 0.0234
226 75.8 0.0078
226 101.1 0.0107
226 115.6 0.0166
226 124.7 0.0244
226 151 0.0732
226 175.7 0.1299
252 12 0.04
252 13.3 0.06
252 69.6 0.05
252 94.1 0.03
252 138.9 0.05
252 173.7 0.14
252 206.4 0.24
252 257.9 0.53
252 297.3 0.82
252 334.2 0.91
252 371.2 1.06
252 438.7 1.6
253 5.9 0.043
253 24 0.0498
253 44.7 0.042
253 74.9 0.0205
253 99.9 0.0352
253 114 0.043
253 124.4 0.0576
253 151 0.0527
253 174 0.1855
281 5.5 0.04
281 12.3 0.02
281 50 0.02
281 89.1 0.03
281 114.5 0.04
281 139 0.1
281 189.6 0.17
281 245.1 0.43
281 289.8 0.61
281 335.2 0.79
281 381.9 0.95
281 419 1.21
281 454 1.48
281 490.3 1.78
283 6.5 0.0186
283 14.9 0.0186
283 26.1 0.0176
283 34.9 0.0166
283 45.2 0.0166
283 61.5 0.0176
283 75.1 0.0127
283 84 0.0176
283 99.9 0.042
283 115.7 0.0391
283 124.9 0.0928
283 151 0.1953
283 175.5 0.2491
315 9.6 0.03
316 9.7 0.03
316 43.7 0.04
316 81.4 0.04
316 97.5 0.06
316 139.8 0.1
316 206.6 0.27
316 252.7 0.53
316 291.3 0.7
316 330.4 0.88
316 374.3 1.13
316 433.2 1.57
316 473.5 1.83
316 4.8 0.0449
316 12.9 0.04
316 23.8 0.041
316 33.2 0.041
316 43 0.04
316 58.1 0.0166
316 73.1 0.04
316 84.6 0.043
316 98.8 0.0625
316 112.8 0.0752
316 123.8 0.0957
316 149.2 0.1113
316 173.8 0.1396
346 4.5 0.02
346 4.5 0.02
346 96.6 0.01
346 124.9 0.05
346 186.5 0.23
346 240.5 0.48
346 280.3 0.7
346 320.3 1.02
346 350 1.16
346 404.5 1.41
346 439.4 1.84
346 476.1 2.08
347 5.8 0.0371
347 25.1 0.0342
347 45.7 0.0234
347 59.8 0.0195
347 74.8 0.0176
347 85.1 0.0146
347 98.8 0.0146
347 115.2 0.0674
347 124.9 0.0762
347 152.6 0.1504
347 175.2 0.1943
26 6.6 0.0273
26 24.8 0.0273
26 46.3 0.0264
26 59.8 0.0273
26 75.6 0.0264
26 85.3 0.0264
26 98.1 0.0254
26 115.8 0.0273
26 125 0.0215
26 150 0.0547
26 172.8 0.1123
26 13.1 0.07
26 45.6 0.06
26 81 0.06
26 115.3 0.08
26 200.6 0.22
26 257.9 0.45
26 303 0.67
26 348.5 0.82
26 393.6 1.11
26 445.4 1.5
26 479.6 1.75
